AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11911209,5433,6/28/2019,9/25/2021,Assisted Living Facility,GOLDEN SANDS RETIREMENT HOME,809 NE 20TH AVE,,FT LAUDERDALE,FL,33304-3035,Broward,(954) 524-6054,809 NE 20TH AVE,,FT LAUDERDALE,FL,33304-3035,Broward,LICENSED,GOLDEN DIVERSIFIED SERVICES  INC.,6/28/1999,SWABY ADINA KERR-ROLLE,14,For-Profit,goldenleisurealf.com
11965300,9675,9/20/2019,12/18/2021,Assisted Living Facility,GOLDEN SUNSET,5019 MAGPIE DR,,NEW PRT RCHY,FL,34652-4310,Pasco,(727) 846-1954,5019 MAGPIE DR,,NEW PRT RCHY,FL,34652-4310,Pasco,LICENSED,GOLDEN SUNSET ALF  INC,7/15/2011,EDNA K DURAN,8,For-Profit,
11967651,11654,9/8/2019,12/6/2021,Assisted Living Facility,GOLDEN SWAN ASSISTED LIVING  INC.,4755 NW 76TH ST,,COCONUT CREEK,FL,33073-2706,Broward,(954) 867-8080,4744 NW 76TH ST,,COCONUT CREEK,FL,33073-2719,Broward,LICENSED,GOLDEN SWAN ASSISTED LIVING  INC.,6/29/2009,KATYA B VUSCAN,6,For-Profit,www.godenswanalf.com
11969624,13398,1/13/2020,4/12/2022,Assisted Living Facility,GOLDEN SWAN BY THE LAKE ALF,17331 SPRING TREE LANE,,BOCA RATON,FL,33487,Palm Beach,(954) 867-8080,17331 SPRING TREE LANE,,BOCA RATON,FL,33487,,LICENSED,GOLDEN SWAN OF BOCA ALF INC,10/19/2019,KATYA B VUSCAN,6,For-Profit,
11969043,12872,7/14/2018,10/11/2020,Assisted Living Facility,GOLDEN SWAN OF BOCA ALF INC,19494 HAMPTON DR,,BOCA RATON,FL,33434,Palm Beach,(954) 867-8080,19494 HAMPTON DR,,BOCA RATON,FL,33434,Palm Beach,LICENSED,GOLDEN SWAN OF BOCA ALF INC,6/3/2016,KATYA B VUSCAN,6,For-Profit,
11968923,13047,8/21/2019,11/18/2021,Assisted Living Facility,GOLDEN TOUCH ASSISTED LIVING FACILITY  LIMITED LIABILITY CORP.,1362 N SPARKMAN AVE,,ORANGE CITY,FL,32763,Volusia,(386) 337-4090,1580 PETERSON RD,,ORANGE CITY,FL,32763,Volusia,LICENSED,GOLDEN TOUCH ASSISTED LIVING FACILITY  LIMITED LIABILITY CORP,5/17/2017,DEBBIE HANSRAJDAI MATUSIK,6,For-Profit,goldentouchalf.com
11967151,11212,1/24/2018,1/23/2020,Assisted Living Facility,GOLDEN TOUCH HOME CARE,41 NW 190TH ST,,MIAMI,FL,33169-4026,Miami-Dade,(305) 493-1508,41 NW 190TH ST,,MIAMI,FL,33169-4026,Miami-Dade,IN REVIEW,MILLIEN ENTERPRISES,11/19/2007,KEVIN MOREAU,6,For-Profit,
11965797,10192,8/1/2018,10/29/2020,Assisted Living Facility,GOLDEN YEARS ALF,321 WEST BLUE HERON BLVD,,WEST PALM BEACH,FL,33404,Palm Beach,(561) 881-7615,321 WEST BLUE HERON BLVD,,WEST PALM BEACH,FL,33404,Palm Beach,LICENSED,GOLDEN YEARS ALF CORPORATION,11/19/2001,TRACY HARRIS,40,For-Profit,
11965545,9923,10/19/2018,1/16/2021,Assisted Living Facility,GOLDEN YEARS FOR THE ELDERLY CORP,13184 S.W. 19 TERRACE,,MIAMI,FL,33175,Miami-Dade,(305) 229-7007,13184 S.W. 19 TERRACE,,MIAMI,FL,33175,Miami-Dade,LICENSED,GOLDEN YEARS FOR THE ELDERLY CORP,12/22/1999,REYNIER RUIZ,6,For-Profit,
11965663,10017,2/1/2018,1/31/2020,Assisted Living Facility,GONZALEZ & SON'S HOME CARE INC.,4045 SW 9TH TER,,MIAMI,FL,33134-2633,Miami-Dade,(305) 443-9944,4045 SW 9TH TER,,MIAMI,FL,33134-2633,Miami-Dade,IN REVIEW,GONZALEZ AND SONS HOME CARE INC,2/2/2006,LINO GILBERTO GONZALEZ,6,Not-For-Profit,
11966178,10420,2/5/2020,2/4/2022,Assisted Living Facility,GOOD FAMILY HOME  INC,6851 SW 79TH TER,,MIAMI,FL,33143-4440,Miami-Dade,(786) 268-1039,6851 SW 79TH TER,,MIAMI,FL,33143-4440,Miami-Dade,LICENSED,GOOD FAMILY HOME INC,12/8/2003,JOSEPHINE GURRI,6,For-Profit,
11953535,8627,7/29/2019,10/26/2021,Assisted Living Facility,GOOD HOPE MANOR,2251 NW 29TH CT,,OAKLAND PARK,FL,33311-2147,Broward,(954) 677-2900,2251 NW 29TH CT,,OAKLAND PARK,FL,33311-2147,Broward,LICENSED,BETHEL HEALTH CARE CORP.,7/29/2005,MARVA MARIA LIGHTBOURN,100,For-Profit,
11966920,11047,6/25/2019,9/22/2021,Assisted Living Facility,GOOD LIFE ALF  INC,7746 NW 201ST TER,,HIALEAH,FL,33015-6643,Miami-Dade,(786) 547-7116,7746 NW 201ST TER,,HIALEAH,FL,33015-6643,Miami-Dade,LICENSED,GOOD LIFE ALF  INC,3/30/2007,ODALYS FUMERO,6,For-Profit,
11965709,10049,11/30/2018,2/27/2021,Assisted Living Facility,GOOD SAM'S ASSISTED LIVING RESIDENCE  LLC,1 PEBBLE WOOD LN,,PALM COAST,FL,32164,Flagler,(386) 447-8145,1 PEBBLE WOOD LN,,PALM COAST,FL,32164,Flagler,LICENSED,Good Sam's Assisted Living Residence  LLC,11/30/2016,LEANNE JUDITH FERMIN-OSTRIN,6,For-Profit,www.GoodSamsAssistedLiving.com
11966134,10381,11/4/2019,2/1/2022,Assisted Living Facility,GOOD SAMARITAN CARE CENTER ASSISTED LIVING FACILITY INC.,6 RESTON PLACE,,PALM COAST,FL,32164,Flagler,(386) 437-6244,11 RESTON PLACE,,PALM COAST,FL,32164,Flagler,LICENSED,GOOD SAMARITAN CARE CENTER ASSISTED LIVING FACILITY  INC,6/30/2005,DOROTA KOSZYK-WIELGUS,6,For-Profit,assistedlivingpalmcoast.com
11911795,5455,10/21/2019,1/18/2022,Assisted Living Facility,GOOD SAMARITAN SOCIETY-FLORIDA LUTHERAN (THE),436 NORTH MCDONALD AVENUE,,DELAND,FL,32724,Volusia,(386) 736-5800,436 NORTH MCDONALD AVENUE,,DELAND,FL,32724,Volusia,LICENSED,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,8/21/2001,JESSICA TOTH,90,Not-For-Profit,www.good-sam.com
11967421,11484,6/1/2019,8/29/2021,Assisted Living Facility,GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE,1471 SUNGATE DRIVE,,KISSIMMEE,FL,34746,Osceola,(407) 931-5143,1550 ALDERSGATE DR,,KISSIMMEE,FL,34746-6573,Osceola,LICENSED,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,6/1/2009,MARIA S GRIFFIN,44,Not-For-Profit,www.good-sam.com
11963850,8722,3/1/2019,5/29/2021,Assisted Living Facility,GOOD SHEPARDS OF DELAND-WEST (THE),1200 W. NEW YORK AVENUE,,DELAND,FL,32720,Volusia,(386) 738-9986,208 BLUE CRYSTAL DRIVE,,DELAND,FL,32720,Volusia,LICENSED,DELAND GERIATRIC CARE  INC.,3/1/2007,GINA C GUTIERREZ,11,For-Profit,goodshepardsofdeland.com
11964382,9000,8/31/2019,11/28/2021,Assisted Living Facility,GOOD SHEPHERD ALF OF BRANDON LLC,1801 LIDO DR,,BRANDON,FL,33511-6824,Hillsborough,(813) 684-4989,1801 LIDO DR,,BRANDON,FL,33511-6824,Hillsborough,LICENSED,GOOD SHEPHERD ALF OF BRANDON LLC,7/23/2010,THELMA MANAGAD,6,For-Profit,
11966254,10473,5/18/2018,5/17/2020,Assisted Living Facility,GOOD SHEPHERD ALF  LLC,8610 NW 24TH COURT,,SUNRISE,FL,33322,Broward,(954) 742-3171,8610 NW 24TH COURT,,SUNRISE,FL,33322,Broward,LICENSED,GOOD SHEPHERD ALF  LLC,4/10/2012,STEPHNIE V WHITE,6,For-Profit,
11966741,11138,10/17/2019,1/14/2022,Assisted Living Facility,GOOD SHEPHERD LOVING CARE INC,510 NW 98TH ST,,MIAMI,FL,33150-1617,Miami-Dade,(305) 756-5884,510 NW 98TH ST,,MIAMI,FL,33150-1617,Miami-Dade,LICENSED,GOOD SHEPHERD LOVING CARE  INC,7/19/2006,URMENE PIERRE,5,For-Profit,
11967063,11262,4/17/2019,7/15/2021,Assisted Living Facility,GOOD STAND HOME CARE INC,721 NW 13TH AVE,,MIAMI,FL,33125-3742,Miami-Dade,(786) 452-0597,721 NW 13TH AVE,,MIAMI,FL,33125-3742,Miami-Dade,LICENSED,GOOD STAND HOME CARE INC,4/17/2013,ANDY CAPOTE,14,For-Profit,
11967944,11945,1/19/2019,4/18/2021,Assisted Living Facility,GORDON HEIGHTS  INCORPORATED,9500 NW 80TH ST,,TAMARAC,FL,33321-1306,Broward,(954) 721-4309,9500 NW 80TH ST,,TAMARAC,FL,33321-1306,Broward,LICENSED,GORDON HEIGHTS  INCORPORATED,9/20/2010,GERALDINE ROSYCREST CLARKE,6,For-Profit,
11968994,12849,6/14/2018,6/13/2020,Assisted Living Facility,GRACE ASSISTED LIVING  LLC,22091 PEACHLAND BLVD,,PORT CHARLOTTE,FL,33954,Charlotte,(941) 766-7178,22091 PEACHLAND BLVD,,PORT CHARLOTTE,FL,33954,Charlotte,LICENSED,Grace Assisted Living LLC,3/4/2016,GRACE COOPER,6,For-Profit,Graceassistedliving llc or Gracealf.com
11966123,10394,12/5/2019,3/4/2022,Assisted Living Facility,GRACE CARE FAMILY HOME  CORP,4221 W 5TH LN,,HIALEAH,FL,33012-3811,Miami-Dade,(305) 557-0800,4221 W 5TH LN,,HIALEAH,FL,33012-3811,Miami-Dade,LICENSED,GRACE CARE FAMILY HOME CORP,12/5/2013,MARYS JIMENEZ,6,For-Profit,N/A
11968657,12677,6/2/2019,8/30/2021,Assisted Living Facility,GRACE HOME LIVING FACILITY LLC,2821 HUNT STR,,JACKSONVILLE,FL,32254,Duval,(904) 673-7212,7414 IRVING SCOTT DR,,JACKSONVILLE,FL,32209,Duval,LICENSED,Grace Home Living Facility LLC,4/24/2014,COLLETTE HOLMES,5,For-Profit,gracehomelivingfacility.com
11968588,12472,2/28/2020,5/28/2022,Assisted Living Facility,GRACE HOUSE OF TAMPA,13315 ORANGE GROVE DR,,TAMPA,FL,33618,Hillsborough,(813) 962-2589,13315 ORANGE GROVE DR,,TAMPA,FL,33618,Hillsborough,LICENSED,GRACE HOUSE OF TAMPA INC,11/20/2013,CARRIE DAMASKA,6,For-Profit,gracehouseoftampa.com
11969544,13334,9/9/2019,12/7/2021,Assisted Living Facility,GRACE MANOR,221 SW YAGER PL,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 812-8749,221 SW YAGER PL,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,GRACE SENIOR LIVING LLC,6/5/2019,LEONA JAMES,6,For-Profit,
11969521,13292,5/1/2019,7/29/2021,Assisted Living Facility,GRACE MANOR AT HUNTERS CREEK LLC,765 W GRANT ST,,PLANT CITY,FL,33563,Hillsborough,(863) 873-6222,765 W GRANT ST,,PLANT CITY,FL,33563,Hillsborough,LICENSED,Grace Manor At Hunter's Creek LLC,3/25/2019,SHERYL VITELLI,76,For-Profit,
11910053,5217,3/10/2019,6/7/2021,Assisted Living Facility,GRACE MANOR AT LAKE MORTON  LLC,610 E LIME ST,,LAKELAND,FL,33801-5444,Polk,(863) 937-9114,610 E LIME ST,,LAKELAND,FL,33801-5444,Polk,LICENSED,GRACE MANOR AT LAKE MORTON LLC,3/10/2011,ASHLEY ROBERTS,50,For-Profit,gracemanorlakemorton.com
11968049,11995,5/3/2019,7/31/2023,Assisted Living Facility,GRACE MANOR SUITES  LLC,4620 N SOCRUM LOOP RD,,LAKELAND,FL,33809-4203,Polk,(863) 577-0977,4620 N SOCRUM LOOP RD,,LAKELAND,FL,33809-4203,Polk,LICENSED,GRACE MANOR SUITES LLC,9/20/2011,JESSICA LAPOINTE,77,For-Profit,www.gracemanorsuites.com
11953221,8445,12/23/2018,3/22/2021,Assisted Living Facility,GRACE VILLA FACILITY  LLC,321 E. HARVARD STREET,,ORLANDO,FL,32804,Orange,(407) 895-8418,321 EAST HARVARD STREET,,ORLANDO,FL,32804,Orange,LICENSED,GRACE VILLA FACILITY  LLC,11/16/1996,HAFEEZ ALI,11,For-Profit,
11965923,10274,3/11/2019,6/8/2021,Assisted Living Facility,GRACIOUS AGE,1401 MAGNOLIA AVE,,SANFORD,FL,32771,Seminole,(407) 323-9914,1401 MAGNOLIA AVE,,SANFORD,FL,32771,Seminole,LICENSED,GRACIOUS AGE  LLC,9/4/2002,CARVIZ CARLOS,85,For-Profit,
11965527,9879,8/5/2018,11/2/2020,Assisted Living Facility,GRACIOUS LIVING,5600 SW 185TH WAY,,SOUTHWEST RANCHES,FL,33332,Broward,(954) 680-1554,5600 SW 185TH WAY,,SOUTHWEST RANCHES,FL,33332,Broward,LICENSED,GOLDEN AGE SANCTUARY  INC.,8/5/2002,HAZEL PATRICIA BINGER,8,For-Profit,
11969293,13105,12/4/2019,3/3/2022,Assisted Living Facility,GRANADA ALF LLC,11935 SW 49TH ST,,MIAMI,FL,33175,Miami-Dade,(786) 534-5268,11935 SW 49TH ST,,MIAMI,FL,33175,Miami-Dade,LICENSED,GRANADA ALF  LLC,10/16/2017,GLADYS LINARES,6,For-Profit,
11943145,7140,1/1/2020,3/31/2022,Assisted Living Facility,GRAND BOULEVARD HEALTH AND REHABILITATION CENTER,138 SANDESTIN LN,,MIRAMAR BEACH,FL,32550,Walton,(850) 267-2887,138 SANDESTIN LN,,MIRAMAR BEACH,FL,32550,Walton,LICENSED,FL HUD DESTIN  LLC,1/1/2010,CONNIE ZURAFF,16,For-Profit,
11942934,5464,6/1/2019,5/31/2021,Assisted Living Facility,GRAND COURT ALF LLC,295 SW 4TH AVE,,POMPANO BEACH,FL,33060-6933,Broward,(954) 942-6000,295 SW 4TH AVE,,POMPANO BEACH,FL,33060-6933,Broward,LICENSED,GRAND COURT ALF  LLC,3/25/2013,PATRICIA DEL PILAR ZUNIGA,205,For-Profit,www.grand-court.org
11969235,13042,8/9/2019,11/6/2021,Assisted Living Facility,GRAND LIVING AT CITRUS HILLS,850 W NORVELL BRYANT HWY,,HERNANDO,FL,34442,Citrus,(352) 301-8500,850 W NORVELL BRYANT HWY,,HERNANDO,FL,34442,Citrus,LICENSED,SHP V/RYAN CITRUS HILLS LLC,6/8/2017,TERRI OSTEEN,200,For-Profit,www.grandliving.com
11969594,13373,11/25/2019,2/22/2022,Assisted Living Facility,GRAND LIVING AT LAKEWOOD RANCH,7230 UNIVERSITY PARKWAY,,SARASOTA,FL,34240,Sarasota,(941) 554-7230,533 SOUTH THIRD ST  STE 100,,MINNEAPOLIS,MN,55415,,LICENSED,SARASOTA PROPERTY OWNER  LLC,10/1/2019,MICHELLE ORLANDO,308,For-Profit,
11969553,13324,8/14/2019,11/11/2021,Assisted Living Facility,GRAND LIVING AT TAMAYA,3270 TAMAYA BLVD,,JACKSONVILLE,FL,32246,Duval,(904) 410-8500,3270 TAMAYA BOULEVARD,,JACKSONVILLE,FL,32246,Duval,LICENSED,Tamaya Senior Living LLC,7/2/2019,JENNIFER R. MOHLER,215,For-Profit,
11967504,11601,6/9/2019,9/6/2021,Assisted Living Facility,GRAND MARY'S HOUSE,4828 EVANSTON ROAD,,JACKSONVILLE,FL,32208,Duval,(904) 768-8350,4828 EVANSTON ROAD,,JACKSONVILLE,FL,32208,Duval,LICENSED,GRAND MARY'S HOUSE  INC.,12/2/2008,MARY ROBINSON,6,For-Profit,
11967991,11944,1/14/2019,4/13/2021,Assisted Living Facility,GRAND OAKS,203 SE 2ND ST,,OKEECHOBEE,FL,34974,Okeechobee,(863) 824-6770,2400 SE MONTEREY RD,,STUART,FL,34996,Martin,LICENSED,GRAND OAKS OF OKEECHOBEE  INC,1/14/2011,RANDALL D. KELLY,37,For-Profit,www.grandoaks.org
11968722,12585,11/14/2018,2/11/2021,Assisted Living Facility,GRAND OAKS OF JENSEN BEACH,125 NW JENSEN BEACH BLVD,,JENSEN BEACH,FL,34957,Martin,(772) 286-1844,125 NW JENSEN BEACH BLVD,,JENSEN BEACH,FL,34957,Martin,LICENSED,GRAND OAKS OF JENSEN BEACH  LLC,9/3/2014,RANDALL D. KELLY,66,For-Profit,grandoaks.org
11969093,12919,10/25/2018,1/22/2021,Assisted Living Facility,GRAND OAKS OF PALM CITY LLC,3550 SW CORPORATE PKWY,,PALM CITY,FL,34990,Martin,(772) 529-6000,3550 SW CORPORATE PKWY,,PALM CITY,FL,34990,Martin,LICENSED,GRAND OAKS OF PALM CITY  LLC,8/24/2016,LAURIE H ALLEN,88,For-Profit,
11968453,12329,5/1/2020,4/30/2020,Assisted Living Facility,GRAND PALMS ALF OPERATOR  LLC,600 N ECONLOCKHATCHEE TRAIL,,ORLANDO,FL,32825,Orange,(407) 529-1000,600 N ECONLOCKHATCHEE TRAIL,,ORLANDO,FL,32825,Orange,IN REVIEW,GRAND PALMS ALF OPERATOR LLC,1/9/2013,EVELYN JIMENEZ,55,For-Profit,www.palmgarden.com
11910126,7103,11/1/2018,1/29/2021,Assisted Living Facility,GRAND VILLA OF ALTAMONTE SPRINGS,433 ORANGE DRIVE,,ALTAMONTE SPRINGS,FL,32701,Seminole,(407) 260-2433,13770 58TH ST N,STE 312,CLEARWATER,FL,33760-3759,Pinellas,LICENSED,433 ORANGE DRIVE  INC,11/1/2010,KRISTOPHER MUNCH,180,For-Profit,http://www.altamontespringsseniorliving.com
11932640,8189,1/1/2020,3/31/2022,Assisted Living Facility,GRAND VILLA OF BOYNTON BEACH,1935 SOUTH FEDERAL HIGHWAY,,BOYNTON BEACH,FL,33435,Palm Beach,(561) 736-2424,13770 58TH STREET NORTH,SUITE 312,CLEARWATER,FL,33760,Pinellas,LICENSED,GV BOYNTON BEACH  LLC,1/1/2016,NICOLE JOY SULTON,148,For-Profit,www.grandvillaboyntonbeach.com
11964130,6670,6/7/2019,7/29/2021,Assisted Living Facility,GRAND VILLA OF CLEARWATER,2750 DREW ST,,CLEARWATER,FL,33759-3034,Pinellas,(727) 799-2177,13770 58TH ST NO,SUITE 312,CLEARWATER,FL,33759-3034,Pinellas,LICENSED,GV CLEARWATER  LLC,5/1/2019,DAWN WINDER,200,For-Profit,WWW.BROOKDALE.COM
11963790,8697,9/1/2018,11/29/2020,Assisted Living Facility,GRAND VILLA OF DEERFIELD BEACH,1050 SW 24TH AVE,,DEERFIELD BEACH,FL,33442-7601,Broward,(954) 360-7667,13770 58TH ST N,STE 312,CLEARWATER,FL,33760-3759,Pinellas,LICENSED,GV DEERFIELD BEACH LLC,9/1/2016,ROCCO GIULIANO,240,For-Profit,www.grandvilladeerfieldbeach.com
11968957,12792,2/10/2018,2/9/2020,Assisted Living Facility,GRAND VILLA OF DELAND,350 E INTERNATIONAL SPEEDWAY BLVD,,DELAND,FL,32724,Volusia,(386) 738-5200,13770 58TH ST N STE 312,,CLEARWATER,FL,33760,Pinellas,IN REVIEW,GV DELAND  LLC,12/14/2015,STEPHANIE TUTSON,170,For-Profit,www.grandvilladeland.com
11910377,5113,1/1/2019,3/31/2021,Assisted Living Facility,GRAND VILLA OF DELRAY EAST,14555 SIMS ROAD,,DELRAY BEACH,FL,33484,Palm Beach,(561) 496-1111,13770 58TH STREET NORTH,SUITE 312,CLEARWATER,FL,33760,Pinellas,LICENSED,GVDB OPERATIONS  LLC,1/1/2017,MARTIN KATZ,170,For-Profit,www.grandvilladelray-east.com
11968466,12362,5/14/2019,8/11/2021,Assisted Living Facility,GRAND VILLA OF DELRAY WEST,5859 HERITAGE PARK WAY,,DELRAY BEACH,FL,33484-8557,Palm Beach,(561) 499-7744,13770 58TH ST N STE 312,,CLEARWATER,FL,33760-3759,Pinellas,LICENSED,GV DELRAY WEST  LLC,12/31/2012,SOPHIA BROWN RICH,167,For-Profit,www.grandvilladelray-west.com
11910770,5404,1/13/2020,4/12/2022,Assisted Living Facility,GRAND VILLA OF DUNEDIN,880 PATRICIA AV,,DUNEDIN,FL,34698,Pinellas,(727) 734-4696,13770 58TH ST NO  STE 312,,CLEARWATER,FL,33760,Pinellas,LICENSED,GV DUNEDIN  LLC,1/28/2016,NIKI L PLUMMER,120,For-Profit,www.grandvilladunedin.com
11911225,5501,1/1/2020,3/31/2022,Assisted Living Facility,GRAND VILLA OF ENGLEWOOD,925 SOUTH RIVER ROAD,,ENGLEWOOD,FL,34223,Sarasota,(941) 474-8600,13770 58TH ST N,STE 312,CLEARWATER,FL,33760-3759,Pinellas,LICENSED,GV ENGLEWOOD LLC,1/1/2016,LORI ANN CLARK,216,For-Profit,www.grandvillaenglewood.com
11910091,6107,1/4/2020,4/3/2022,Assisted Living Facility,GRAND VILLA OF LAKELAND,2111 LAKELAND HILLS BLVD,,LAKELAND,FL,33805-2905,Polk,(863) 688-1126,13770 58TH ST N,STE 312,CLEARWATER,FL,33760-3759,Pinellas,LICENSED,GV LAKELAND LLC,1/1/2016,TYRUS HAWKINS,85,For-Profit,www.grandvillalakeland.com
11910247,7301,9/1/2019,11/29/2021,Assisted Living Facility,GRAND VILLA OF LARGO,750 STARKEY ROAD,,LARGO,FL,33771,Pinellas,(727) 586-0108,13770 58TH ST N STE 312,,CLEARWATER,FL,33760,Pinellas,LICENSED,GV LARGO INC,9/1/2011,TOM HOWARD,143,For-Profit,http://www.largoseniorliving.com/
11968003,11991,4/22/2019,7/20/2021,Assisted Living Facility,GRAND VILLA OF MELBOURNE,964 S HARBOUR CITY BLVD,,MELBOURNE,FL,32901,Brevard,(321) 725-0300,13770 58TH ST N STE 312,,CLEARWATER,FL,33760,Pinellas,LICENSED,GV MELBOURNE  INC,4/22/2011,NINA CORSI,155,For-Profit,http://www.grandvillamelbourne.com
11953686,4832,9/20/2018,12/18/2020,Assisted Living Facility,GRAND VILLA OF NEW PORT RICHEY,6120 CONGRESS STREET,,NEW PORT RICHEY,FL,34652,Pasco,(727) 848-3617,6120 CONGRESS STREET,,NEW PORT RICHEY,FL,34652,Pasco,LICENSED,GV NEW PORT RICHEY  LLC,9/20/2016,MELODIE MACATEE,126,For-Profit,www.grandvillanewportrichey.com
11910336,7460,6/25/2019,9/22/2021,Assisted Living Facility,GRAND VILLA OF ORMOND BEACH,535 NORTH NOVA ROAD,,ORMOND BEACH,FL,32174,Volusia,(386) 673-5000,13770 58TH ST. N. SUITE 312,,CLEARWATER,FL,33760,Pinellas,LICENSED,GV-ORMOND  LLC,1/2/2009,MELISSA BROWN,115,For-Profit,http://www.ormondbeachseniorliving.com/
11942962,5487,5/31/2019,8/28/2021,Assisted Living Facility,GRAND VILLA OF PINELLAS PARK,8980 49TH ST N,,PINELLAS PARK,FL,33782-5336,Pinellas,(727) 546-4053,13770 58TH ST N  STE 312,,CLEARWATER,FL,33760,Pinellas,LICENSED,GV PINELLAS PARK LLC,6/28/2013,ROBERTA M DEMEO,125,For-Profit,http://www.grandvillapinellaspark.com
11942812,8261,2/1/2020,10/30/2020,Assisted Living Facility,GRAND VILLA OF SARASOTA,730 SOUTH OSPREY AVENUE,,SARASOTA,FL,34236,Sarasota,(941) 955-4646,730 SOUTH OSPREY AVENUE,,SARASOTA,FL,34236,Sarasota,PROVISIONAL,GV SARASOTA LLC,2/1/2020,DAWN GRADY,173,For-Profit,www.brookdale.com
11968698,12561,9/18/2018,12/16/2020,Assisted Living Facility,GRAND VILLA OF ST PETERSBURG,3600 34TH ST S,,SAINT PETERSBURG,FL,33711,Pinellas,(727) 350-5830,13770 58TH ST N  STE 312,,CLEARWATER,FL,33760,Pinellas,LICENSED,GV ST. PETE LLC,7/21/2014,SCOTT ELSASS,192,For-Profit,http://www.grandvillastpete.com
11964652,12365,6/13/2018,9/12/2020,Assisted Living Facility,GRANDAD ELDERLY CORP,7520 SW 108TH AVE,,MIAMI,FL,33173-2718,Miami-Dade,(305) 338-9881,7520 SW 108TH AVE,,MIAMI,FL,33173-2718,Miami-Dade,LICENSED,GRANDAD ELDERLY CORP,11/18/1997,SISI RODRIGUEZ,6,For-Profit,
11967717,11727,1/13/2020,4/12/2022,Assisted Living Facility,GRANDMOTHER'S HOME CARE CORP,4651 NW 23RD CT,,MIAMI,FL,33142-4615,Miami-Dade,(305) 638-7624,4651 NW 23RD CT,,MIAMI,FL,33142-4615,Miami-Dade,LICENSED,GRANDMOTHER'S HOME CARE CORP.,10/6/2009,OLEIDA QUINTANA,6,For-Profit,
11967889,11868,11/30/2018,2/27/2021,Assisted Living Facility,GRANDPARENTS HOUSE ALF INC,3890 SW CHAFFIN STREET,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 879-9660,3890 SW CHAFFIN STREET,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,GRANDPARENTS HOUSE ALF INC,11/30/2018,IRAN VEJERANO,5,For-Profit,
11964733,9275,4/7/2018,4/6/2020,Assisted Living Facility,GRANDVIEW ASSISTED LIVING LLC,3250 DOUGLAS FERRY ROAD,,BONIFAY,FL,32425,Washington,(850) 547-0692,3250 DOUGLAS FERRY ROAD,,BONIFAY,FL,32425,Washington,IN REVIEW,GRANDVIEW ASSISTED LIVING LLC,3/15/2016,RAGAN KENNEDY,16,For-Profit,
11932670,7371,7/2/2019,9/29/2021,Assisted Living Facility,GRANDVIEW RETIREMENT CENTER,1706 E OLIVE ROAD,,PENSACOLA,FL,32514-7553,Escambia,8504774929,1706 E OLIVE ROAD,,PENSACOLA,FL,32514-7553,Escambia,LICENSED,RSL LIVING PENSACOLA LLC,1/31/2017,CRYSTAL KENDRICK,85,For-Profit,grandviewpensacola.com
11969262,13073,10/3/2019,12/31/2021,Assisted Living Facility,GRANNIE'S HOME ALF INC,5554 PENTAIL CIR,,TAMPA,FL,33625,Hillsborough,(813) 363-2530,5554 PENTAIL CIR,,TAMPA,FL,33625,Hillsborough,LICENSED,GRANNIE'S HOME ALF INC,7/12/2017,ROGEL GUIROLA,6,For-Profit,
11968679,12558,9/12/2018,12/10/2020,Assisted Living Facility,GRANNY'S GARDEN HOME ALF  LLC,11173 SW 112 TERRACE,,MIAMI,FL,33176,Miami-Dade,(786) 250-3345,11173 SW 112 TERRACE,,MIAMI,FL,33176,Miami-Dade,LICENSED,GARDENIA HOME ALF LLC,6/4/2014,JORGE E RE,6,For-Profit,
11967964,11922,12/1/2018,2/28/2021,Assisted Living Facility,GREEN ACRES ALF,2644 FRITZKE RD,,DOVER,FL,33527-3433,Hillsborough,(813) 986-6157,2644 FRITZKE RD,,DOVER,FL,33527-3433,Hillsborough,LICENSED,GREEN ACRES ASSISTED LIVING CORPORATION,10/18/2010,RAFAEL D AVECILLAS,6,For-Profit,http://greenacresassistedliving.com/
11965497,9844,12/15/2019,3/14/2022,Assisted Living Facility,GREEN GABLES ASSISTED LIVING,1934 22ND AVENUE,,VERO BEACH,FL,32966,Indian River,(772) 794-1277,1934 22ND AVENUE,,VERO BEACH,FL,32966,Indian River,LICENSED,FAMILY EXTENDED CARE OF VERO BEACH  INC.,12/15/2017,ALFREDO CHAVARRIA,32,Not-For-Profit,www.greengablesfl.org
